SNP	gene	beta	t-stat	p-value	FDR
row14	row93	-0.892641758198425	-3.53743194066107	0.00764849165339158	0.897688198743305
row21	row29	-1.55527689437563	-3.53412120794329	0.00768557480781727	0.897688198743305
row26	row99	0.674565680614856	3.52631503561897	0.00777376910910117	0.897688198743305
row49	row7	-1.32050693215183	-3.50701083405076	0.00799651661027756	0.897688198743305
row74	row12	1.26373614870636	3.5016327235805	0.00805977339850397	0.897688198743305
row23	row95	1.71433215417083	3.50100213422819	0.00806722504180739	0.897688198743305
row11	row79	0.890446661444901	3.46912584627225	0.0084535957487115	0.897688198743305
row45	row73	0.733132013252871	3.45895793761851	0.00858093134085176	0.897688198743305
row7	row62	1.04724633050737	3.44682163716384	0.00873558453849321	0.897688198743305
row94	row3	-0.863114628296496	-3.44207562716803	0.00879686404159787	0.897688198743305
row30	row21	0.982557576733332	3.4370788491102	0.00886187384304475	0.897688198743305
row33	row89	-1.20984578663428	-3.43281650952787	0.00891773057300475	0.897688198743305
row87	row41	0.81524410985155	3.42869438571047	0.00897210461372688	0.897688198743305
row58	row71	-1.2300567753653	-3.42438477764973	0.00902932730622632	0.897688198743305
row10	row54	-1.19670432706868	-3.42328459219764	0.00904399733134772	0.897688198743305
row50	row53	-0.823260309517096	-3.41604386917528	0.00914117788652549	0.897688198743305
row80	row58	-0.408491231318353	-3.41438134307774	0.00916364696701957	0.897688198743305
row12	row10	-1.9744102164845	-3.39059493249812	0.00949160074008524	0.897688198743305
row19	row10	-1.9744102164845	-3.39059493249812	0.00949160074008524	0.897688198743305
row74	row67	1.57797506043213	3.39050896322112	0.00949280830990029	0.897688198743305
row77	row83	0.740694357905693	3.37908750212144	0.00965469396052353	0.897688198743305
row10	row78	1.18527254520994	3.37851143012545	0.00966293604541608	0.897688198743305
row35	row41	0.729278605239334	3.3700789982318	0.00978443721645503	0.897688198743305
row29	row46	2.05649746612727	3.36756400090606	0.00982098715735235	0.897688198743305
row1	row70	-0.856518618715605	-3.36707530618157	0.00982810598721365	0.897688198743305
row82	row72	1.3076333626914	3.36117557247743	0.00991447919768425	0.897688198743305
row35	row33	-0.823254696376277	-3.35928736696371	0.00994229203809723	0.897688198743305
row63	row34	-1.27757901613467	-3.3522386642648	0.0100468482858598	0.897688198743305
row22	row50	-1.14301407780065	-3.32510966807805	0.0104602271372372	0.897688198743305
row92	row99	0.703931876209958	3.32254441534669	0.0105002339618144	0.897688198743305
row53	row51	-1.05978449344827	-3.32109476804019	0.0105229135585888	0.897688198743305
row31	row99	0.702496514494735	3.30648848366135	0.0107543328440262	0.897688198743305
row95	row53	-0.476333297371963	-3.30286343165572	0.0108125949979298	0.897688198743305
row16	row33	-0.86859738327019	-3.29581030021586	0.0109269094866075	0.897688198743305
row80	row91	-1.00735176340311	-3.28867670151476	0.0110438250940151	0.897688198743305
row92	row69	-0.555668594737811	-3.28171985800393	0.0111591144131886	0.897688198743305
row62	row61	-0.620568906128771	-3.28139153914795	0.0111645865831031	0.897688198743305
row35	row92	-0.999298115013331	-3.2787447501785	0.0112088046761773	0.897688198743305
row11	row70	1.02411354188807	3.27483302010795	0.0112744934737731	0.897688198743305
row2	row97	-1.48073896131099	-3.27052116998434	0.0113473715824894	0.897688198743305
row67	row62	1.12003731584351	3.26951474071667	0.0113644533955702	0.897688198743305
row20	row45	-1.09149035386609	-3.26916422644778	0.0113704089237054	0.897688198743305
row83	row22	0.704087577901987	3.26849009407203	0.0113818722352199	0.897688198743305
row5	row85	0.834714494291306	3.26834034796604	0.0113844202509704	0.897688198743305
row5	row50	-0.788348810814225	-3.26333116186373	0.0114700015409796	0.897688198743305
row82	row1	1.21530539896357	3.26309094263014	0.0114741226429226	0.897688198743305
row15	row33	1.05461558451517	3.26048350936932	0.0115189551426796	0.897688198743305
row66	row74	1.09305486516918	3.26003373302144	0.011526707283587	0.897688198743305
row73	row31	-0.946744051866866	-3.25948572087656	0.0115361599972015	0.897688198743305
row13	row90	1.19911974572683	3.25935693295667	0.0115383826566153	0.897688198743305
row78	row39	1.02517685399804	3.24378182933332	0.0118105350063886	0.897688198743305
row53	row32	-0.884912101802902	-3.24340957953919	0.0118171216127578	0.897688198743305
row64	row6	0.888077122845107	3.24182841305517	0.0118451419624024	0.897688198743305
row95	row68	-1.0290109756224	-3.24158373493846	0.0118494842234116	0.897688198743305
row66	row91	-1.07058119072516	-3.22057632749677	0.0122286155154955	0.915442160631857
row38	row46	-1.35737822300674	-3.20384580399292	0.0125396777057674	0.915442160631857
row34	row42	1.1740954826812	3.20154842628529	0.0125830367311244	0.915442160631857
row5	row82	-0.734264108495614	-3.20143322965673	0.012585215011369	0.915442160631857
row94	row57	1.01391963117024	3.19914695143083	0.0126285288482169	0.915442160631857
row68	row40	-0.935118294880838	-3.19890605277131	0.0126331018167196	0.915442160631857
row22	row21	1.36981633923911	3.19160546446674	0.0127725170189917	0.918886116474224
row6	row22	-1.1268624964245	-3.18366606935375	0.0129259670858491	0.923283363274937
row31	row39	-1.08578542842099	-3.17530597290149	0.0130896424226739	0.928343434232189
row86	row81	1.01003024928223	3.16920204720113	0.0132105193327446	0.930318262869335
row36	row79	1.19440866252057	3.14965349459309	0.0136055866252686	0.947530759922712
row22	row30	-1.54746589749963	-3.1406988894421	0.0137906747684567	0.947530759922712
row35	row59	-0.992266450471662	-3.1277151490623	0.0140637448921629	0.947530759922712
row60	row48	-1.31065529714394	-3.11181736791065	0.0144058367201551	0.947530759922712
row30	row89	0.898437797482279	3.11090332561979	0.0144257683085548	0.947530759922712
row32	row60	-1.31390375932937	-3.10651827683299	0.0145217908974012	0.947530759922712
row71	row82	-0.701437436136159	-3.10616931610486	0.0145294610311607	0.947530759922712
row88	row69	0.456870850630133	3.10306865769845	0.014597799828667	0.947530759922712
row1	row44	-1.00702697003807	-3.09918552687363	0.0146838591919451	0.947530759922712
row55	row77	0.966114501617602	3.09743070983897	0.0147229241214202	0.947530759922712
row89	row76	1.60118456085284	3.09329003582166	0.0148155335751319	0.947530759922712
row81	row41	0.921655609415761	3.08460091709197	0.0150118594689364	0.947530759922712
row97	row7	0.817754850080713	3.07796715875261	0.0151635763351754	0.947530759922712
row74	row75	-1.06908828835534	-3.07562150145249	0.0152176054748618	0.947530759922712
row85	row43	1.66163248472166	3.07418219571956	0.015250857601665	0.947530759922712
row66	row18	0.916454691860462	3.06269178713427	0.0155190581391884	0.947530759922712
row43	row23	-0.720364332494716	-3.06122044606376	0.0155537553931077	0.947530759922712
row98	row90	-1.28860947598623	-3.05823453350518	0.0156244187464724	0.947530759922712
row67	row89	-1.07749532584982	-3.05260982855202	0.0157584431058365	0.947530759922712
row15	row85	0.978708731544471	3.04698693157327	0.0158936250393933	0.947530759922712
row20	row35	-1.42104686565146	-3.04560799909238	0.0159269609553541	0.947530759922712
row55	row76	1.48892727882245	3.04214337653411	0.016011041320019	0.947530759922712
row39	row23	-0.675145688687681	-3.04002167395009	0.0160627600260658	0.947530759922712
row15	row5	0.986171891780684	3.03321544573718	0.016229849109134	0.947530759922712
row96	row95	-1.01087940531081	-3.03222887098259	0.016254219083142	0.947530759922712
row71	row60	1.02692057706837	3.0301433896898	0.0163058595662592	0.947530759922712
row1	row29	1.24645411961949	3.02713371526255	0.0163806868265886	0.947530759922712
row74	row51	1.45156504886842	3.01913962788272	0.0165811823512737	0.947530759922712
row73	row78	-0.948538135612082	-3.01767429996296	0.0166182102213762	0.947530759922712
row83	row17	-0.481110232071728	-3.01672354612042	0.016642281263605	0.947530759922712
row95	row99	-0.6036690068835	-3.00859224135786	0.0168496395208684	0.947530759922712
row20	row95	-1.4606047532225	-3.00793297779906	0.0168665691790585	0.947530759922712
row47	row33	1.20791961653942	3.00030731117712	0.0170636873056717	0.947530759922712
row56	row73	-0.88026006239044	-2.99856693364406	0.0171090104180167	0.947530759922712
row74	row28	1.05992170540285	2.9936605692151	0.0172374590449301	0.947530759922712
row3	row2	0.88450324146753	2.98664400981826	0.0174229008145209	0.947530759922712
row65	row44	-2.55555820235612	-2.9857386310927	0.0174469801304311	0.947530759922712
row93	row41	0.896253088162421	2.98283887093678	0.0175243352341048	0.947530759922712
row28	row34	-0.834651451722058	-2.97017306804199	0.0178664224612901	0.947530759922712
row73	row65	-1.35629772827856	-2.96559236396878	0.0179918465404175	0.947530759922712
row69	row44	1.19288383169015	2.96242314726917	0.0180791586611731	0.947530759922712
row33	row59	-1.33666742743066	-2.9488662666476	0.0184576561073427	0.947530759922712
row37	row21	-1.01452735078508	-2.93877867618862	0.0187446339097726	0.947530759922712
row2	row10	1.2416179941702	2.93328800907404	0.0189027807851417	0.947530759922712
row62	row37	0.905794816312454	2.93019220207619	0.0189925593981437	0.947530759922712
row86	row82	-0.729499336502627	-2.92863880952915	0.0190377746643074	0.947530759922712
row60	row1	1.28873700285798	2.92764160212575	0.0190668597231707	0.947530759922712
row86	row94	0.781828518361371	2.92678632863607	0.0190918418301998	0.947530759922712
row54	row43	1.24710533980043	2.92574197332758	0.0191223930284443	0.947530759922712
row27	row36	1.04625393301417	2.92361859382327	0.0191846662756166	0.947530759922712
row21	row67	1.0903480375325	2.92123873700629	0.0192547116879805	0.947530759922712
row78	row96	1.21934114714166	2.91891559145077	0.0193233440931894	0.947530759922712
row88	row79	-0.635953225599325	-2.9183805495122	0.0193391867252952	0.947530759922712
row1	row98	-0.954371270771047	-2.91633156414119	0.0193999821426221	0.947530759922712
row11	row64	-1.55651098687395	-2.91393189188184	0.0194714350968445	0.947530759922712
row8	row76	1.20512025294794	2.90994658733125	0.0195907061754897	0.947530759922712
row16	row20	0.947137225514121	2.90991756356609	0.0195915775662393	0.947530759922712
row58	row61	0.582590548363569	2.90925486854434	0.0196114848405434	0.947530759922712
row38	row23	-0.827786699502464	-2.90776360004127	0.0196563591600341	0.947530759922712
row90	row15	1.1912736647238	2.90656724706511	0.0196924360830399	0.947530759922712
row22	row89	1.25164705418124	2.90613480448129	0.0197054936137674	0.947530759922712
row81	row25	0.963131842536673	2.90471870939038	0.0197483152740811	0.947530759922712
row3	row98	-1.15180133380664	-2.90222181959684	0.0198240547041723	0.947530759922712
row46	row10	-0.684895862904693	-2.89973330671478	0.0198998398920419	0.947530759922712
row52	row35	-0.899685782416483	-2.8975382626909	0.0199669372127735	0.947530759922712
row64	row46	-1.22740622873437	-2.89564585982052	0.0200249718401496	0.947530759922712
row29	row15	-1.21698445322354	-2.88850231009978	0.02024562531024	0.947530759922712
row2	row3	-1.24862350887801	-2.88500608472054	0.0203545356992155	0.947530759922712
row2	row7	-1.23756335195496	-2.86732289561517	0.0209147575810821	0.947530759922712
row16	row92	-0.998357418197934	-2.86205584249854	0.0210846922702152	0.947530759922712
row96	row97	-0.796789032174538	-2.85829157756211	0.0212070168721148	0.947530759922712
row69	row55	-1.06892848482786	-2.85404635012751	0.0213458527556622	0.947530759922712
row78	row100	-0.997364224460195	-2.85044389615208	0.0214644050802432	0.947530759922712
row7	row17	0.582644497559825	2.84671344377631	0.0215878878795095	0.947530759922712
row66	row53	0.448333533166588	2.84379413623792	0.0216850331969456	0.947530759922712
row27	row93	-0.627672021950029	-2.84366981045297	0.0216891803908135	0.947530759922712
row97	row96	-1.28657589706615	-2.84210221296085	0.0217415419193463	0.947530759922712
row92	row13	1.06892353232179	2.84064887869786	0.0217902035781348	0.947530759922712
row43	row74	1.01677639590246	2.83926477446433	0.0218366519452974	0.947530759922712
row64	row72	-1.03756200449559	-2.83797449542215	0.0218800439008467	0.947530759922712
row63	row27	1.11995754770722	2.83742758505305	0.0218984633391143	0.947530759922712
row27	row49	1.34444681237973	2.82645716631285	0.0222713423307795	0.947530759922712
row21	row75	-0.757778616610124	-2.82299462877108	0.0223903898967834	0.947530759922712
row78	row35	-0.985775666186969	-2.82239012238846	0.0224112411165123	0.947530759922712
row59	row96	-1.40104733903226	-2.82006500142407	0.0224916286085211	0.947530759922712
row65	row6	-1.94139873724109	-2.81928069367755	0.0225188119882002	0.947530759922712
row31	row100	1.05911633965114	2.81251064274441	0.0227548711204596	0.947530759922712
row42	row87	-0.567242527076539	-2.81218472838473	0.0227662994235559	0.947530759922712
row59	row7	0.855730613539881	2.81020683082015	0.0228357823544161	0.947530759922712
row14	row34	1.05705345884975	2.80821375583364	0.0229060199820626	0.947530759922712
row72	row16	1.8101167498653	2.8047992147128	0.0230268700956865	0.947530759922712
row18	row8	1.59002800734358	2.80425814009138	0.023046080561597	0.947530759922712
row66	row11	-1.18323513831819	-2.79976719235556	0.0232061682863786	0.947530759922712
row4	row16	-1.54979217008341	-2.79858342927529	0.0232485564266492	0.947530759922712
row41	row79	-1.7243858209157	-2.79748228405404	0.0232880579191916	0.947530759922712
row99	row79	-1.7243858209157	-2.79748228405404	0.0232880579191916	0.947530759922712
row26	row53	0.460074953531875	2.79520462044721	0.0233699847032127	0.947530759922712
row31	row96	-1.27395013438725	-2.78686708820922	0.0236724279112996	0.947530759922712
row63	row60	-1.46356463124321	-2.78265520366359	0.0238267455299142	0.947530759922712
row9	row5	-0.944932146760297	-2.77848454243507	0.0239805750066239	0.947530759922712
row97	row80	0.533807273190052	2.77732954521077	0.0240233563558036	0.947530759922712
row21	row82	0.801484037537176	2.77640027883378	0.0240578336907877	0.947530759922712
row77	row3	-0.825048675132906	-2.77122008699727	0.0242509641634202	0.947530759922712
row75	row65	1.3278697653292	2.77072824078129	0.0242693842751848	0.947530759922712
row90	row71	-1.9007695741226	-2.76504149791016	0.0244834080797741	0.947530759922712
row31	row37	0.973570806000577	2.76351700849429	0.0245411129203732	0.947530759922712
row50	row91	1.68204750495903	2.76005944919263	0.0246725078574543	0.947530759922712
row93	row1	-1.05248406289348	-2.75980967010949	0.0246820280329259	0.947530759922712
row4	row38	0.648876078340303	2.75964256514757	0.0246883992472038	0.947530759922712
row86	row67	-0.93852889695406	-2.75419482128801	0.0248970356552983	0.947530759922712
row100	row26	0.664472878235401	2.75173840965113	0.0249917036684006	0.947530759922712
row42	row32	-0.716368935656366	-2.75148264157241	0.025001582028157	0.947530759922712
row72	row18	-1.12234207823245	-2.74845195674215	0.0251189405547784	0.947530759922712
row25	row82	0.706709410679243	2.74799097667638	0.0251368409005558	0.947530759922712
row76	row66	0.643869430936776	2.74746316303329	0.0251573525863382	0.947530759922712
row68	row11	-1.29617532004346	-2.74488877783077	0.0252576444841555	0.947530759922712
row20	row96	1.64192638363428	2.74086599285364	0.0254151869810752	0.947530759922712
row28	row50	-0.719567602243265	-2.73747972284815	0.025548585401588	0.947530759922712
row31	row92	1.0878488927734	2.73114654232762	0.0258000103187102	0.947530759922712
row14	row42	1.08688418928597	2.72456955334873	0.0260638081150481	0.947530759922712
row18	row42	1.21064523902726	2.72313555338354	0.026121691918909	0.947530759922712
row75	row79	0.806517814536152	2.72169109715885	0.026180131358143	0.947530759922712
row18	row94	1.0472957464057	2.72015522540662	0.0262424166494396	0.947530759922712
row12	row7	1.79472224914717	2.7156130116537	0.0264275127089652	0.947530759922712
row19	row7	1.79472224914717	2.7156130116537	0.0264275127089652	0.947530759922712
row2	row80	-0.825694937412508	-2.71411894804223	0.0264886887777235	0.947530759922712
row52	row45	-0.647840987865337	-2.714043784746	0.0264917702613934	0.947530759922712
row95	row91	0.977973762094695	2.71182472753758	0.0265829114521907	0.947530759922712
row12	row52	1.91916361417063	2.71023869198639	0.0266482504438374	0.947530759922712
row19	row52	1.91916361417063	2.71023869198639	0.0266482504438374	0.947530759922712
row85	row88	-1.14732821879436	-2.70717133861133	0.0267750827268172	0.947530759922712
row22	row15	-0.976855798217194	-2.70083576692937	0.0270390186790026	0.947530759922712
row54	row100	0.929619245252616	2.70029029988113	0.0270618669974896	0.947530759922712
row67	row20	1.11202442553037	2.69802509626172	0.0271569631984848	0.947530759922712
row85	row67	1.15797061680197	2.69739018693206	0.0271836790017354	0.947530759922712
row47	row51	-1.24871721359511	-2.69706951196731	0.0271971826567262	0.947530759922712
row33	row38	-0.747827223139889	-2.6953241511037	0.0272708007569335	0.947530759922712
row48	row44	-1.04065215117231	-2.69474670137769	0.0272952021704519	0.947530759922712
row12	row60	-2.58395380226835	-2.69464412649336	0.0272995390412712	0.947530759922712
row19	row60	-2.58395380226835	-2.69464412649336	0.0272995390412712	0.947530759922712
row13	row89	-0.977536534496794	-2.69181453788116	0.0274194533232467	0.947530759922712
row26	row76	1.19912755315318	2.69124368661717	0.0274437106862598	0.947530759922712
row48	row98	-1.01401682737307	-2.69075653799381	0.0274644286544466	0.947530759922712
row30	row58	-0.392021588262243	-2.6900626678135	0.0274939659974652	0.947530759922712
row33	row16	1.77081457590886	2.68772376614883	0.0275937708887458	0.947530759922712
row17	row50	-0.638462069479951	-2.68719541998197	0.0276163677169658	0.947530759922712
row100	row43	1.04292794410241	2.68555011803422	0.0276868572456248	0.947530759922712
row3	row88	1.06986403330276	2.68209797130365	0.027835357548889	0.947530759922712
row35	row52	-0.688378188394438	-2.67500060862459	0.0281432338486792	0.947530759922712
row60	row72	1.30804025324519	2.67367815031578	0.0282009853791929	0.947530759922712
row6	row36	1.43674436087602	2.66781722101623	0.0284583964299417	0.947530759922712
row48	row46	1.17633210165572	2.6637288730766	0.0286393800183213	0.947530759922712
row4	row75	-0.695666642624121	-2.65485420580267	0.0290363123689987	0.947530759922712
row39	row6	0.679655619199498	2.6543980044874	0.0290568681860546	0.947530759922712
row53	row58	0.430722035560065	2.6540787338679	0.029071262949465	0.947530759922712
row75	row31	0.868244325100979	2.65323945944797	0.0291091376347788	0.947530759922712
row42	row67	-0.860230739332161	-2.64910152459173	0.0292966135196359	0.947530759922712
row12	row86	-1.43395135029338	-2.64140459747024	0.0296486282835964	0.947530759922712
row19	row86	-1.43395135029338	-2.64140459747024	0.0296486282835964	0.947530759922712
row26	row37	0.889308748300772	2.6407648871921	0.0296780791266211	0.947530759922712
row76	row95	0.822637375400568	2.63385614592568	0.0299980548609841	0.947530759922712
row96	row16	-1.3453318024131	-2.63198633492765	0.0300852593949479	0.947530759922712
row63	row37	1.2334552403948	2.63141683828084	0.0301118711148441	0.947530759922712
row31	row55	0.936785141158498	2.62678772634155	0.030329077050849	0.947530759922712
row72	row6	0.935514804241828	2.62582825778078	0.0303742969257503	0.947530759922712
row93	row50	-0.857939551961488	-2.62175542059386	0.0305670183894694	0.947530759922712
row90	row12	-1.17956797560733	-2.61751963322972	0.0307687757818443	0.947530759922712
row12	row92	2.48079809867633	2.61519412664019	0.0308801212004645	0.947530759922712
row19	row92	2.48079809867633	2.61519412664019	0.0308801212004645	0.947530759922712
row29	row1	1.4635147300375	2.61065712166162	0.0310985391180177	0.947530759922712
row14	row60	1.27029422271963	2.61028692446513	0.0311164303885157	0.947530759922712
row44	row95	0.775200488216084	2.60423615169568	0.0314103520647508	0.947530759922712
row61	row25	0.743346071014187	2.60341083655542	0.0314506614844903	0.947530759922712
row65	row26	1.9209814556758	2.59587589164036	0.0318211268053851	0.947530759922712
row26	row85	-0.772595948316221	-2.59578404826872	0.0318256697574682	0.947530759922712
row72	row56	1.23516980978261	2.59377500060754	0.0319252111916553	0.947530759922712
row98	row81	-1.14025514584281	-2.58987769449757	0.0321192155692285	0.947530759922712
row64	row92	-1.05706031090948	-2.58739029472363	0.0322436640145018	0.947530759922712
row92	row80	0.514239793552382	2.58725999426928	0.0322501966788421	0.947530759922712
row14	row37	-1.09657640149153	-2.58549180537819	0.03233897899954	0.947530759922712
row93	row29	1.39209706594707	2.58470622947228	0.0323785033382783	0.947530759922712
row36	row97	1.28838153860558	2.58319939124432	0.0324544540648254	0.947530759922712
row64	row1	-0.929074384295168	-2.58023521888422	0.0326043905536173	0.947530759922712
row83	row41	-0.611217744175771	-2.57885645644676	0.032674372679188	0.947530759922712
row37	row51	-0.937724341780068	-2.57801207352579	0.0327173067296515	0.947530759922712
row96	row4	-0.78284272129865	-2.57612183473221	0.0328136274943604	0.947530759922712
row42	row5	0.726153026898796	2.57241993014544	0.0330031027295275	0.947530759922712
row93	row17	0.603835069009733	2.57004984793354	0.0331249956970754	0.947530759922712
row50	row87	0.943446955972361	2.56477443679353	0.0333979574190366	0.947530759922712
row56	row6	-0.791286767123181	-2.56237973784137	0.033522619014782	0.947530759922712
row71	row92	-0.919863786088571	-2.56154703695981	0.0335660780575837	0.947530759922712
row24	row88	-0.85483795329954	-2.55696903807947	0.0338060319415553	0.947530759922712
row53	row77	-0.802347603653224	-2.55575673869746	0.0338698658559479	0.947530759922712
row43	row60	0.964039771903082	2.55259460580985	0.0340369462923764	0.947530759922712
row4	row65	-1.14859157087035	-2.55237355612619	0.034048657391822	0.947530759922712
row50	row99	-0.945341867156127	-2.54889788625373	0.0342333362643386	0.947530759922712
row7	row20	0.986384210934248	2.54800942509389	0.0342807076700697	0.947530759922712
row10	row37	-1.21201280837265	-2.54794663824322	0.0342840578902222	0.947530759922712
row86	row7	0.694615878201862	2.54329069411711	0.0345334224096071	0.947530759922712
row15	row84	0.820472676836498	2.54252108555201	0.0345748185470238	0.947530759922712
row61	row37	-0.841473617397811	-2.54168996113679	0.0346195801742917	0.947530759922712
row90	row42	1.37071224877666	2.54058339900459	0.034679267383878	0.947530759922712
row73	row63	1.01159045206209	2.53827290912518	0.0348042309648964	0.947530759922712
row28	row85	0.730858460407892	2.53603223938497	0.0349258552759093	0.947530759922712
row9	row97	-0.912545925638317	-2.53490078208112	0.034987435130779	0.947530759922712
row70	row6	0.87029956503772	2.53333455059105	0.0350728597237943	0.947530759922712
row46	row80	0.44123499096287	2.53218847640489	0.0351355025058624	0.947530759922712
